epoch,train_loss,val_mean_f1,Intent_f1,AnswerType_f1,CognitiveLevel_f1,QuestionParticleType_f1,QuestionType_f1,Subjectivity_f1,TemporalContext_f1,PurposeContext_f1,List_f1
1,3.6147337442352656,0.4783481114813366,0.19500770093097136,0.25600444779449816,0.33774580590618325,0.6411203830558669,0.7411264358678803,0.7760668179945838,0.402625128335103,0.4822501635731258,0.47318611987381703
2,0.8786092967031494,0.8078513310093574,0.8754408070851066,0.6942865864560344,0.800083384204314,0.9980559745265628,0.8913938868415348,0.9055892661968115,0.5443422945614771,0.6860037091154321,0.8754660700969426
3,0.22042681700328276,0.8590860255815077,0.9521998479569299,0.7418026039689534,0.8039786155430813,0.9980559745265628,0.8877245508982037,0.9494581195595779,0.6688105487866062,0.8291435408622909,0.9006004281313632
4,-0.015200394294446423,0.8744113823004533,0.9621243173210148,0.818007912105891,0.8163829801578077,1.0,0.8967065868263473,0.950906418422342,0.6923327158167856,0.8266419574811847,0.906599552572707
5,-0.1917874752617781,0.8775251628981025,0.9530743677897514,0.8189019408212173,0.7882196333176106,1.0,0.9005360333531864,0.945584881068752,0.6922775497660857,0.8635058821352405,0.9356261778310776
6,-0.3265969528565331,0.8928137517716698,0.9728997793858658,0.8679499371584146,0.8220728909715936,0.9980559745265628,0.9087730798645253,0.9574943438914028,0.6785592433332476,0.884093680212109,0.9454248366013072
7,-0.4510825763619135,0.8981587004085768,0.9761571479172281,0.8750422203776853,0.8278480155100958,1.0,0.9149198859907195,0.9518984350189437,0.7071124545259739,0.9020207864174009,0.9284293579191438
8,-0.5604701160438477,0.8998552043845641,0.9719675672714507,0.8620544326159756,0.8312529753432152,1.0,0.9096320346320346,0.9592986757852601,0.7123020640924668,0.9067642531193678,0.9454248366013072
9,-0.6618956455162593,0.8983344560148832,0.9575825679108853,0.880127201253469,0.8340917520616742,1.0,0.9104461604461604,0.9588844871192284,0.707060748328354,0.8923604242647305,0.9444567627494457
10,-0.7460333924917948,0.8992296007925249,0.9713697888748191,0.8684230438747492,0.8426966179204985,1.0,0.904818339726424,0.9588844871192284,0.6944022492555801,0.9020207864174009,0.9504510939440226
11,-0.8177870204524388,0.9000050928824582,0.9673786466982036,0.874526519631125,0.831380991172916,1.0,0.9279266319007373,0.9592986757852601,0.6844605493426448,0.9087186732186733,0.9463551481925647
12,-0.8869017618043082,0.8991982616904627,0.9666951574137572,0.8683468487130728,0.8270571872758584,1.0,0.9181580571387084,0.9705467372134039,0.7149867125006663,0.8875534290271132,0.9394402259315832
13,-0.9422920223266359,0.8985575107450503,0.9713697888748191,0.8709232703055038,0.8265022205780088,1.0,0.9189174608883295,0.9673509286412512,0.6838617287136513,0.9017370505113246,0.9463551481925647
14,-0.990746313617343,0.8969779432138005,0.9717051342805869,0.8693398194591958,0.8287145494673118,1.0,0.9062063260552495,0.9635456080097793,0.6891414078633542,0.8878087745076809,0.9563398692810458
15,-1.0369135084606351,0.9036330792647935,0.9673786466982036,0.8702382874790247,0.8411313073361266,1.0,0.9212890020064908,0.9631834215167548,0.7171555294674736,0.9068966822777608,0.9454248366013072
16,-1.0711240498792558,0.8978986773651523,0.9610850897736144,0.8789626757534332,0.8373083612370112,1.0,0.905688622754491,0.9631834215167548,0.6847280685974696,0.9086443586443587,0.9414874980092371
17,-1.0976845276734186,0.9011477326896673,0.9713697888748191,0.870662986866229,0.8357867910075455,1.0,0.9191616766467066,0.9666989165515765,0.6866256431650675,0.9087186732186733,0.9513051178763892
18,-1.1208593343931532,0.9001503929107506,0.9662609743675084,0.8747150683749578,0.8378246600580499,1.0,0.9083420717967025,0.9673509286412512,0.6845992494948523,0.9109554655870445,0.9513051178763892
19,-1.134453707271152,0.9011595606787763,0.9662609743675084,0.8767097824479081,0.8354996268744471,1.0,0.9165379714634333,0.9631834215167548,0.6849489345708455,0.9109554655870445,0.9563398692810458
20,-1.1415226468964228,0.8994943254027503,0.9662609743675084,0.8767097824479081,0.8296878269732256,1.0,0.9077956880647464,0.9631834215167548,0.6867526927548911,0.9087186732186733,0.9563398692810458
